in_anno	in_ydb	ydb_section	standard_status	mnemonic	summary	kind
false	true	MessageRecovery/errors.rst#SETITIMERFAILED	ydb-extension	SETITIMERFAILED	A setitimer() call returned an error status of ssss	Fatal
false	true	MessageRecovery/errors.rst#SETQUALPROB	ydb-extension	SETQUALPROB	Error getting qqqq qualifier value	Error
false	true	MessageRecovery/errors.rst#SETREG2RESYNC	ydb-extension	SETREG2RESYNC	Setting resync sequence number xxxx to region sequence number yyyy for database zzzz	Information
false	true	MessageRecovery/errors.rst#SETSOCKOPTERR	ydb-extension	SETSOCKOPTERR	Setting the socket attribute xxxx failed: (errno == aaaa) yyyy	Run Time Error
false	true	MessageRecovery/errors.rst#SETZDIR	ydb-extension	SETZDIR	Cannot change working directory to xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#SETZDIRTOOLONG	ydb-extension	SETZDIRTOOLONG	$ZDIR value specified is xxxx bytes long which is greater than the allowed maximum of yyyy bytes	Run Time Error
false	true	MessageRecovery/errors.rst#SHEBANGMEXT	ydb-extension	SHEBANGMEXT	xxxx needs a .m extension to be a valid shebang script	Information
false	true	MessageRecovery/errors.rst#SHMHUGETLB	ydb-extension	SHMHUGETLB	Could not back shared memory with huge pages, using base pages instead ffff	Warning
false	true	MessageRecovery/errors.rst#SHMLOCK	ydb-extension	SHMLOCK	Could not pin shared memory into physical memory	Warning
false	true	MessageRecovery/errors.rst#SHMPLRECOV	ydb-extension	SHMPLRECOV	Shared memory pool block recovery invoked for region xxxx	Information
false	true	MessageRecovery/errors.rst#SHMREMOVED	ydb-extension	SHMREMOVED	Removed Shared Memory id mmmm corresponding to file ffff	Information
false	true	MessageRecovery/errors.rst#SHUT2QUICK	ydb-extension	SHUT2QUICK	Shutdown timeout ssss shorter than the heartbeat period SSSS; cannot confirm the backlog at the replicating instance iiii	Warning
false	true	MessageRecovery/errors.rst#SIDEEFFECTEVAL	ydb-extension	SIDEEFFECTEVAL	Extrinsic ($$), External call ($&) or $INCREMENT() with potential side effects in actuallist, function arguments, non-Boolean binary operands or subscripts	Warning
false	true	MessageRecovery/errors.rst#SIGACCERR	ydb-extension	SIGACCERR	Signal was caused by invalid permissions for mapped object	Run Time Error
false	true	MessageRecovery/errors.rst#SIGACKTIMEOUT	ydb-extension	SIGACKTIMEOUT	Signal completion acknowledgement timeout: xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#SIGADRALN	ydb-extension	SIGADRALN	Signal was caused by invalid address alignment	Run Time Error
false	true	MessageRecovery/errors.rst#SIGADRERR	ydb-extension	SIGADRERR	Signal was caused by a non-existent physical address	Run Time Error
false	true	MessageRecovery/errors.rst#SIGBADSTK	ydb-extension	SIGBADSTK	Signal was caused by an internal stack error	Run Time Error
false	true	MessageRecovery/errors.rst#SIGCOPROC	ydb-extension	SIGCOPROC	Signal was caused by a coprocessor error	Run Time Error
false	true	MessageRecovery/errors.rst#SIGFLTDIV	ydb-extension	SIGFLTDIV	Signal was caused by a floating point divide by zero	Run Time Error
false	true	MessageRecovery/errors.rst#SIGFLTINV	ydb-extension	SIGFLTINV	Signal was caused by an invalid floating point operation	Run Time Error
false	true	MessageRecovery/errors.rst#SIGFLTOVF	ydb-extension	SIGFLTOVF	Signal was caused by a floating point overflow	Run Time Error
false	true	MessageRecovery/errors.rst#SIGFLTRES	ydb-extension	SIGFLTRES	Signal was caused by a floating point inexact result	Run Time Error
false	true	MessageRecovery/errors.rst#SIGFLTUND	ydb-extension	SIGFLTUND	Signal was caused by a floating point underflow	Run Time Error
false	true	MessageRecovery/errors.rst#SIGGORTNTIMEOUT	ydb-extension	SIGGORTNTIMEOUT	Shutdown of signal goroutines timed out	Warning
false	true	MessageRecovery/errors.rst#SIGILLADR	ydb-extension	SIGILLADR	Signal was caused by illegal addressing mode	Run Time Error
false	true	MessageRecovery/errors.rst#SIGILLOPC	ydb-extension	SIGILLOPC	Signal was caused by an illegal opcode	Run Time Error
false	true	MessageRecovery/errors.rst#SIGILLOPN	ydb-extension	SIGILLOPN	Signal was caused by an illegal operand	Run Time Error
false	true	MessageRecovery/errors.rst#SIGILLTRP	ydb-extension	SIGILLTRP	Signal was caused by an illegal trap	Run Time Error
false	true	MessageRecovery/errors.rst#SIGINTDIV	ydb-extension	SIGINTDIV	Signal was caused by an integer divided by zero	Run Time Error
false	true	MessageRecovery/errors.rst#SIGINTOVF	ydb-extension	SIGINTOVF	Signal was caused by an integer overflow	Run Time Error
false	true	MessageRecovery/errors.rst#SIGMAPERR	ydb-extension	SIGMAPERR	Signal was caused by an address not mapped to an object	Run Time Error
false	true	MessageRecovery/errors.rst#SIGOBJERR	ydb-extension	SIGOBJERR	Signal was caused by an object specific hardware error	Run Time Error
false	true	MessageRecovery/errors.rst#SIGPRVOPC	ydb-extension	SIGPRVOPC	Signal was caused by a privileged opcode	Run Time Error
false	true	MessageRecovery/errors.rst#SIGPRVREG	ydb-extension	SIGPRVREG	Signal was caused by a privileged register	Run Time Error
false	true	MessageRecovery/errors.rst#SIMPLEAPINEST	ydb-extension	SIMPLEAPINEST	Attempt to nest call of xxxx with a call to yyyy - nesting calls is not permitted in the Simple API	Run Time Error
false	true	MessageRecovery/errors.rst#SIMPLEAPINOTALLOWED	ydb-extension	SIMPLEAPINOTALLOWED	Process cannot switch to using Simple API while already using threaded Simple API	Run Time Error
false	true	MessageRecovery/errors.rst#SIZENOTVALID4	ydb-extension	SIZENOTVALID4	Size (in bytes) must be either 1, 2, or 4	Run Time Error
false	true	MessageRecovery/errors.rst#SIZENOTVALID8	ydb-extension	SIZENOTVALID8	Size (in bytes) must be either 1, 2, 4, or 8	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKACCEPT	ydb-extension	SOCKACCEPT	Socket accept failed	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKACPT	ydb-extension	SOCKACPT	Error accepting socket connection	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKBFNOTEMPTY	ydb-extension	SOCKBFNOTEMPTY	Socket buffer size cannot be set to xxxx due to aaaa bytes of buffered data. Read first.	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKBIND	ydb-extension	SOCKBIND	Error in binding socket	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKBLOCKERR	ydb-extension	SOCKBLOCKERR	WRITE /BLOCK error: dddd	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKCLOSE	ydb-extension	SOCKCLOSE	Error closing socket: (errno == aaaa) xxxx	Error
false	true	MessageRecovery/errors.rst#SOCKETEXIST	ydb-extension	SOCKETEXIST	Socket xxxx already exists	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKINIT	ydb-extension	SOCKINIT	Error initializing socket: (errno == aaaa) xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKLISTEN	ydb-extension	SOCKLISTEN	Error listening on a socket	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKMAX	ydb-extension	SOCKMAX	Attempt to exceed maximum sockets (xxx) for the SOCKET device	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKNOTFND	ydb-extension	SOCKNOTFND	Socket xxxx not found	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKNOTPASSED	ydb-extension	SOCKNOTPASSED	Socket message contained no passed socket descriptors	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKPASS	ydb-extension	SOCKPASS	Socket pass failed	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKPASSDATAMIX	ydb-extension	SOCKPASSDATAMIX	Attempt to use a LOCAL socket for both READ/WRITE and PASS/ACCEPT	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKWAIT	ydb-extension	SOCKWAIT	Error waiting for socket connection	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKWAITARG	ydb-extension	SOCKWAITARG	nnnn argument to WRITE /WAIT xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#SOCKWRITE	ydb-extension	SOCKWRITE	Write to a socket failed	Run Time Error
false	true	MessageRecovery/errors.rst#SPCLZMSG	ydb-extension	SPCLZMSG	The following error message cannot be driven through ZMESSAGE	Run Time Error
false	true	MessageRecovery/errors.rst#SPOREOL	ydb-extension	SPOREOL	Either a space or an end-of-line was expected but not found	Compile Time Error
false	true	MessageRecovery/errors.rst#SRCBACKLOGSTATUS	ydb-extension	SRCBACKLOGSTATUS	Instance RRRR SSSS	Information
false	true	MessageRecovery/errors.rst#SRCFILERR	ydb-extension	SRCFILERR	Error with source file I/O on file xxxx	Compile Time Error
false	true	MessageRecovery/errors.rst#SRCLIN	ydb-extension	SRCLIN	xxxx yyyy	Information
false	true	MessageRecovery/errors.rst#SRCLNNTDSP	ydb-extension	SRCLNNTDSP	Source lines exceeding wwww character width are not displayed	Compile Time Error
false	true	MessageRecovery/errors.rst#SRCLOC	ydb-extension	SRCLOC	At column xxxx, line yyyy, source module zzzz	Compile Time Error
false	true	MessageRecovery/errors.rst#SRCNAM	ydb-extension	SRCNAM	in source module xxxx	Information
false	true	MessageRecovery/errors.rst#SRCSRVEXISTS	ydb-extension	SRCSRVEXISTS	Source server for secondary instance xxxx is already running with pid yyyy	Error
false	true	MessageRecovery/errors.rst#SRCSRVNOTEXIST	ydb-extension	SRCSRVNOTEXIST	Source server for secondary instance xxxx is not alive	Error
false	true	MessageRecovery/errors.rst#SRCSRVTOOMANY	ydb-extension	SRCSRVTOOMANY	Cannot start more than xxxx source servers in replication instance yyyy	Error
false	true	MessageRecovery/errors.rst#SRVLCKWT2LNG	ydb-extension	SRVLCKWT2LNG	PID pppp is holding the source server lock. Waited for mmmm seconds. Now exiting	Error
false	true	MessageRecovery/errors.rst#SSATTACHSHM	ydb-extension	SSATTACHSHM	Error while attaching to shared memory identifier iiii	Run Time Error
false	true	MessageRecovery/errors.rst#SSFILCLNUPFAIL	ydb-extension	SSFILCLNUPFAIL	Error while unlinking snapshot file -- xxxx	Error
false	true	MessageRecovery/errors.rst#SSFILOPERR	ydb-extension	SSFILOPERR	Error while doing oooo operation on file ffff	Error
false	true	MessageRecovery/errors.rst#SSPREMATEOF	ydb-extension	SSPREMATEOF	Premature end of file while reading block nnnn of size: bbbb bytes at offset: oooo from zzzz	Error
false	true	MessageRecovery/errors.rst#SSSHMCLNUPFAIL	ydb-extension	SSSHMCLNUPFAIL	Error while doing snapshot shared memory cleanup. Operation -- ssss. Identifier -- dddd	Error
false	true	MessageRecovery/errors.rst#SSTMPCREATE	ydb-extension	SSTMPCREATE	Cannot create the temporary file in directory dddd for the requested snapshot	Error
false	true	MessageRecovery/errors.rst#SSTMPDIRSTAT	ydb-extension	SSTMPDIRSTAT	Cannot access temporary directory dddd	Error
false	true	MessageRecovery/errors.rst#STACKCRIT	ydb-extension	STACKCRIT	Stack space critical	Run Time Error
false	true	MessageRecovery/errors.rst#STACKOFLOW	ydb-extension	STACKOFLOW	Stack overflow	Fatal
false	true	MessageRecovery/errors.rst#STACKUNDERFLO	ydb-extension	STACKUNDERFLO	Stack underflow	Run Time Error
false	true	MessageRecovery/errors.rst#STAPIFORKEXEC	ydb-extension	STAPIFORKEXEC	Calls to YottaDB are not supported after a fork() if threaded Simple API functions were in use in parent. Call exec() first	Run Time Error
false	true	MessageRecovery/errors.rst#STARFILE	ydb-extension	STARFILE	Star(*) argument cannot be specified with xxxx	Error
false	true	MessageRecovery/errors.rst#STATCNT	ydb-extension	STATCNT	xxxx: Key cnt: yyyy max subsc len: zzzz max data len: wwww	Information
false	true	MessageRecovery/errors.rst#STATSDBERR	ydb-extension	STATSDBERR	Error in/at LLLL attempting to use a statistics database: SSSS	Run Time Error
false	true	MessageRecovery/errors.rst#STATSDBFNERR	ydb-extension	STATSDBFNERR	This database has no accessible statistics database due to the following error: EEEE	Run Time Error
false	true	MessageRecovery/errors.rst#STATSDBINUSE	ydb-extension	STATSDBINUSE	Statistics database SSSS is in use with database DDDD so cannot also be used with database OOOO	Run Time Error
false	true	MessageRecovery/errors.rst#STATSDBMEMERR	ydb-extension	STATSDBMEMERR	Process attempted to create stats block in statistics database SSSS and received SIGBUS--invalid physical address. Check file system space.	Run Time Error
false	true	MessageRecovery/errors.rst#STATSDBNOTSUPP	ydb-extension	STATSDBNOTSUPP	Attempted operation is not supported on statistics database file SSSS	Error
false	true	MessageRecovery/errors.rst#STDERRALREADYOPEN	ydb-extension	STDERRALREADYOPEN	STDERR deviceparameter specifies an already open device xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#STDNULLCOLLREQ	ydb-extension	STDNULLCOLLREQ	Region rrrr needs Standard Null Collation enabled because global gggg spans through it	Information
false	true	MessageRecovery/errors.rst#STPCRIT	ydb-extension	STPCRIT	String pool space critical	Run Time Error
false	true	MessageRecovery/errors.rst#STPEXPFAIL	ydb-extension	STPEXPFAIL	Stringpool expansion failed. It could not expand to xxxx bytes.	Run Time Error
false	true	MessageRecovery/errors.rst#STPOFLOW	ydb-extension	STPOFLOW	String pool space overflow	Fatal
false	true	MessageRecovery/errors.rst#STRINGOFLOW	ydb-extension	STRINGOFLOW	String pool overflow	Compile Time Error
false	true	MessageRecovery/errors.rst#STRMISSQUOTE	ydb-extension	STRMISSQUOTE	Missing double-quote at end of string specification ssss	Error
false	true	MessageRecovery/errors.rst#STRMNUMIS	ydb-extension	STRMNUMIS	Stream # is ssss	Information
false	true	MessageRecovery/errors.rst#STRMNUMMISMTCH1	ydb-extension	STRMNUMMISMTCH1	Stream nnnn exists on the receiver instance file but is unknown on the source instance	Error
false	true	MessageRecovery/errors.rst#STRMNUMMISMTCH2	ydb-extension	STRMNUMMISMTCH2	Stream nnnn exists on the source instance file but is unknown on the receiver instance	Error
false	true	MessageRecovery/errors.rst#STRMSEQMISMTCH	ydb-extension	STRMSEQMISMTCH	Unable to play update on Stream nnnn with seqno [xxxx] as receiving instance has a different stream seqno [XXXX]	Error
false	true	MessageRecovery/errors.rst#STRNOTVALID	ydb-extension	STRNOTVALID	Error: cannot convert xxxx value to valid value	Error
false	true	MessageRecovery/errors.rst#STRUNXEOR	ydb-extension	STRUNXEOR	xxxx unexpected end of record in string subscript	Error
false	true	MessageRecovery/errors.rst#STUCKACT	ydb-extension	STUCKACT	Process stuck script invoked: rrrr : pppp	Information
false	true	MessageRecovery/errors.rst#SUB2LONG	ydb-extension	SUB2LONG	Subscript invalid, too long	Error
false	true	MessageRecovery/errors.rst#SUBSARRAYNULL	ydb-extension	SUBSARRAYNULL	Non-zero number of subscripts xxxx specified but subscript array parameter is NULL in yyyy call	Run Time Error
false	true	MessageRecovery/errors.rst#SUPRCVRNEEDSSUPSRC	ydb-extension	SUPRCVRNEEDSSUPSRC	Instance iiii is not configured to perform local updates so it cannot act as a receiver for non-Supplementary Instance ssss	Error
false	true	MessageRecovery/errors.rst#SUSPENDING	ydb-extension	SUSPENDING	Process Received Signal xxxx. Suspending processing on user request or attempt to do terminal I/O while running in the background	Information
false	true	MessageRecovery/errors.rst#SVNEXPECTED	ydb-extension	SVNEXPECTED	Special variable expected in this context	Run Time Error
false	true	MessageRecovery/errors.rst#SVNONEW	ydb-extension	SVNONEW	Cannot NEW this special variable	Run Time Error
false	true	MessageRecovery/errors.rst#SVNOSET	ydb-extension	SVNOSET	Cannot SET this special variable	Compile Time Error
false	true	MessageRecovery/errors.rst#SYSCALL	ydb-extension	SYSCALL	Error received from system call cccc -- called from module xxxx at line yyyy	Run Time Error
false	true	MessageRecovery/errors.rst#SYSTEMVALUE	ydb-extension	SYSTEMVALUE	Invalid value for $SYSTEM (vvvv)	Run Time Error
false	true	MessageRecovery/errors.rst#SYSUTILCONF	ydb-extension	SYSUTILCONF	Error determining the path for system utility. tttt	Run Time Error
false	true	MessageRecovery/errors.rst#TCGETATTR	ydb-extension	TCGETATTR	Error while getting terminal attributes on file descriptor xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#TCOMMITDISALLOW	ydb-extension	TCOMMITDISALLOW	TROLLBACK required after an unhandled error in trigger context	Run Time Error
false	true	MessageRecovery/errors.rst#TCPCONNTIMEOUT	ydb-extension	TCPCONNTIMEOUT	Connection wait timeout (ssss seconds) has expired	Error
false	true	MessageRecovery/errors.rst#TCSETATTR	ydb-extension	TCSETATTR	Error while setting terminal attributes on file descriptor xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#TERMASTQUOTA	ydb-extension	TERMASTQUOTA	Process AST quota exceeded, cannot open terminal	Run Time Error
false	true	MessageRecovery/errors.rst#TERMHANGUP	ydb-extension	TERMHANGUP	Terminal has disconnected	Run Time Error
false	true	MessageRecovery/errors.rst#TERMWRITE	ydb-extension	TERMWRITE	Error writing to terminal	Run Time Error
false	true	MessageRecovery/errors.rst#TEXT	ydb-extension	TEXT	xxxx	Information
false	true	MessageRecovery/errors.rst#TEXTARG	ydb-extension	TEXTARG	Invalid argument to $TEXT function	Compile Time Error
false	true	MessageRecovery/errors.rst#THREADEDAPINOTALLOWED	ydb-extension	THREADEDAPINOTALLOWED	Process cannot switch to using threaded Simple API while already using Simple API	Run Time Error
false	true	MessageRecovery/errors.rst#TIME2LONG	ydb-extension	TIME2LONG	Specified time value exceeds supported maximum limit xxxx allowed.	Run Time Error
false	true	MessageRecovery/errors.rst#TIMERHANDLER	ydb-extension	TIMERHANDLER	Incorrect SIGALRM handler (xxxx) found by yyyy	Information
false	true	MessageRecovery/errors.rst#TIMEROVFL	ydb-extension	TIMEROVFL	Timer overflow; interval probably too large	Run Time Error
false	true	MessageRecovery/errors.rst#TIMRBADVAL	ydb-extension	TIMRBADVAL	Bad value specified. Timer not changed.	Error
false	true	MessageRecovery/errors.rst#TLSCONNINFO	ydb-extension	TLSCONNINFO	Failed to obtain information on the TLS/SSL connection	Warning
false	true	MessageRecovery/errors.rst#TLSCONVSOCK	ydb-extension	TLSCONVSOCK	Failed to convert Unix TCP/IP socket to TLS/SSL aware socket	Error
false	true	MessageRecovery/errors.rst#TLSDLLNOOPEN	ydb-extension	TLSDLLNOOPEN	Failed to load YottaDB TLS/SSL library for secure communication	Error
false	true	MessageRecovery/errors.rst#TLSHANDSHAKE	ydb-extension	TLSHANDSHAKE	Connection to remote side using TLS/SSL protocol failed	Error
false	true	MessageRecovery/errors.rst#TLSINIT	ydb-extension	TLSINIT	Failed to initialize YottaDB TLS/SSL library for secure communication	Error
false	true	MessageRecovery/errors.rst#TLSIOERROR	ydb-extension	TLSIOERROR	Error during TLS/SSL oooo operation	Error
false	true	MessageRecovery/errors.rst#TLSPARAM	ydb-extension	TLSPARAM	TLS parameter pppp eeee	Run Time Error
false	true	MessageRecovery/errors.rst#TLSRENEGOTIATE	ydb-extension	TLSRENEGOTIATE	Failed to renegotiate TLS/SSL connection	Error
false	true	MessageRecovery/errors.rst#TLVLZERO	ydb-extension	TLVLZERO	Transaction is not in progress	Run Time Error
false	true	MessageRecovery/errors.rst#TMPFILENOCRE	ydb-extension	TMPFILENOCRE	Error in MUPIP BACKUP while trying to create temporary file xxxx	Error
false	true	MessageRecovery/errors.rst#TMPSTOREMAX	ydb-extension	TMPSTOREMAX	Maximum space for temporary values exceeded	Compile Time Error
false	true	MessageRecovery/errors.rst#TNTOOLARGE	ydb-extension	TNTOOLARGE	Database file xxx has reached the transaction number limit (aaa). Renew database with MUPIP INTEG TN_RESET	Information
false	true	MessageRecovery/errors.rst#TNWARN	ydb-extension	TNWARN	Database file xxx has aaa more transactions to go before reaching the transaction number limit (aaa). Renew database with MUPIP INTEG TN_RESET	Information
false	true	MessageRecovery/errors.rst#TOOMANYCLIENTS	ydb-extension	TOOMANYCLIENTS	GT.CM is serving the maximum number of clients. Try again later.	Run Time Error
false	true	MessageRecovery/errors.rst#TOTALBLKMAX	ydb-extension	TOTALBLKMAX	Extension exceeds maximum total blocks. Not extending.	Run Time Error
false	true	MessageRecovery/errors.rst#TPCALLBACKINVRETVAL	ydb-extension	TPCALLBACKINVRETVAL	Invalid return type for TP callback function	Run Time Error
false	true	MessageRecovery/errors.rst#TPFAIL	ydb-extension	TPFAIL	Transaction COMMIT failed.	Run Time Error
false	true	MessageRecovery/errors.rst#TPLOCK	ydb-extension	TPLOCK	Cannot release LOCK(s) held prior to current TSTART	Run Time Error
false	true	MessageRecovery/errors.rst#TPMIXUP	ydb-extension	TPMIXUP	xxxx transaction cannot be started within yyyy transaction	Run Time Error
false	true	MessageRecovery/errors.rst#TPNOSTATSHARE	ydb-extension	TPNOSTATSHARE	"VIEW ""[NO]STATSHARE"" is not allowed inside a TP transaction"	Run Time Error
false	true	MessageRecovery/errors.rst#TPNOSUPPORT	ydb-extension	TPNOSUPPORT	Operation cannot be performed while inside of a TP transaction	Run Time Error
false	true	MessageRecovery/errors.rst#TPNOTACID	ydb-extension	TPNOTACID	tttt at xxxx violates ACID properties of a TRANSACTION and could exceed yyyy seconds; $TRESTART = zzzz and indefinite RESTARTs may occur	Information
false	true	MessageRecovery/errors.rst#TPQUIT	ydb-extension	TPQUIT	Cannot QUIT out of a routine with an active transaction	Run Time Error
false	true	MessageRecovery/errors.rst#TPRESTART	ydb-extension	TPRESTART	Database mmmm; code: xxxx; blk: yyyy in glbl: ^zzzz; pvtmods: aaaa, blkmods: bbbb, blklvl: cccc, type: dddd, readset: eeee, writeset: ffff, local_tn: gggg, zpos: hhhh	Information
false	true	MessageRecovery/errors.rst#TPRESTNESTERR	ydb-extension	TPRESTNESTERR	TP restart signaled while handing error - treated as nested error - Use TROLLBACK in error handler to avoid this	Run Time Error
false	true	MessageRecovery/errors.rst#TPTIMEOUT	ydb-extension	TPTIMEOUT	Transaction timeout	Run Time Error
false	true	MessageRecovery/errors.rst#TPTOODEEP	ydb-extension	TPTOODEEP	$TLEVEL cannot exceed xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#TRACEON	ydb-extension	TRACEON	Missing global name (with optional subscripts) for recording M-tracing information	Compile Time Error
false	true	MessageRecovery/errors.rst#TRACINGON	ydb-extension	TRACINGON	Tracing already turned on	Information
false	true	MessageRecovery/errors.rst#TRANS2BIG	ydb-extension	TRANS2BIG	Transaction exceeded available buffer space for region rrrr	Run Time Error
false	true	MessageRecovery/errors.rst#TRANSMINUS	ydb-extension	TRANSMINUS	Negative numbers not allowed with ZTCOMMIT	Run Time Error
false	true	MessageRecovery/errors.rst#TRANSNEST	ydb-extension	TRANSNEST	Maximum transaction nesting levels exceeded	Run Time Error
false	true	MessageRecovery/errors.rst#TRANSNOSTART	ydb-extension	TRANSNOSTART	ZTCOMMIT(s) issued without corresponding ZTSTART(s)	Run Time Error
false	true	MessageRecovery/errors.rst#TRANSREPLJNL1GB	ydb-extension	TRANSREPLJNL1GB	Transaction can use at most 1GiB of replicated journal records across all journaled regions	Run Time Error
false	true	MessageRecovery/errors.rst#TRESTLOC	ydb-extension	TRESTLOC	Transaction start: xxxx, Transaction failure: yyyy	Run Time Error
false	true	MessageRecovery/errors.rst#TRESTMAX	ydb-extension	TRESTMAX	TRESTART not allowed in a final TP retry more than once	Run Time Error
false	true	MessageRecovery/errors.rst#TRESTNOT	ydb-extension	TRESTNOT	Cannot TRESTART, transaction is not restartable	Run Time Error
false	true	MessageRecovery/errors.rst#TRIG2NOTRIG	ydb-extension	TRIG2NOTRIG	Sending transaction sequence number xxxx which used triggers to a replicator that does not support triggers	Warning
false	true	MessageRecovery/errors.rst#TRIGCOMPFAIL	ydb-extension	TRIGCOMPFAIL	Compilation of database trigger named tttt failed	Run Time Error
false	true	MessageRecovery/errors.rst#TRIGDATAIGNORE	ydb-extension	TRIGDATAIGNORE	Ignoring trigger data tttt. Use MUPIP TRIGGER to load trigger definitions	Information
false	true	MessageRecovery/errors.rst#TRIGDEFBAD	ydb-extension	TRIGDEFBAD	"Trigger initialization failed for global ^gggg. Error while processing ^#t(""xxxx"",yyyy)"	Error
false	true	MessageRecovery/errors.rst#TRIGDEFNOSYNC	ydb-extension	TRIGDEFNOSYNC	Global ^gggg has triggers defined on the [originating/replicating] instance but none on the [replicating/originating] instance. Current journal sequence number is 0xjjjj	Warning
false	true	MessageRecovery/errors.rst#TRIGINVCHSET	ydb-extension	TRIGINVCHSET	Trigger tttt for global ^gggg was created with CHSET=cccc which is different from the current $ZCHSET of this process	Run Time Error
false	true	MessageRecovery/errors.rst#TRIGIS	ydb-extension	TRIGIS	Trigger name: tttt	Information
false	true	MessageRecovery/errors.rst#TRIGLOADFAIL	ydb-extension	TRIGLOADFAIL	MUPIP TRIGGER or $ZTRIGGER operation failed. Failure code: xxxx.	Run Time Error
false	true	MessageRecovery/errors.rst#TRIGMODREGNOTRW	ydb-extension	TRIGMODREGNOTRW	Trigger(s) cannot be added/changed/deleted/upgraded because region rrrr is read-only	Run Time Error
false	true	MessageRecovery/errors.rst#TRIGNAMBAD	ydb-extension	TRIGNAMBAD	"Trigger initialization failed. Error while processing ^#t(""tttt"",cccc)"	Error
false	true	MessageRecovery/errors.rst#TRIGNAMENF	ydb-extension	TRIGNAMENF	Trigger name nnnn not found with the current default global directory	Error
false	true	MessageRecovery/errors.rst#TRIGNAMEUNIQ	ydb-extension	TRIGNAMEUNIQ	Unable to make trigger name tttt unique beyond vvvv versions already loaded	Run Time Error
false	true	MessageRecovery/errors.rst#TRIGREPLSTATE	ydb-extension	TRIGREPLSTATE	Trigger cannot update replicated database file dddd since triggering update was not replicated	Run Time Error
false	true	MessageRecovery/errors.rst#TRIGSUBSCRANGE	ydb-extension	TRIGSUBSCRANGE	Trigger definition for global ^gggg has one or more invalid subscript range(s) : ssss	
false	true	MessageRecovery/errors.rst#TRIGTCOMMIT	ydb-extension	TRIGTCOMMIT	TCOMMIT at $ZTLEVEL=LLLL not allowed as corresponding TSTART was done at lower $ZTLEVEL=BBBB	Run Time Error
false	true	MessageRecovery/errors.rst#TRIGTLVLCHNG	ydb-extension	TRIGTLVLCHNG	Detected a net transaction level ($TLEVEL) change during trigger tttt. Transaction level must be the same at exit as when the trigger started	Run Time Error
false	true	MessageRecovery/errors.rst#TRIGUPBADLABEL	ydb-extension	TRIGUPBADLABEL	Trigger upgrade cannot upgrade label NNNN to CCCC on ^GGGG in region RRRR	Error
false	true	MessageRecovery/errors.rst#TRIGZBREAKREM	ydb-extension	TRIGZBREAKREM	ZBREAK in trigger tttt removed due to trigger being reloaded	Warning
false	true	MessageRecovery/errors.rst#TRNLOGFAIL	ydb-extension	TRNLOGFAIL	Translation of (VMS) logical name or (UNIX) environment variable xxxx failed	Compile Time Error
false	true	MessageRecovery/errors.rst#TROLLBK2DEEP	ydb-extension	TROLLBK2DEEP	Intended rollback(xxxx) deeper than the current $tlevel(yyyy)	Run Time Error
false	true	MessageRecovery/errors.rst#TSTRTPARM	ydb-extension	TSTRTPARM	Error parsing TSTART qualifier	Compile Time Error
false	true	MessageRecovery/errors.rst#TTINVFILTER	ydb-extension	TTINVFILTER	Invalid FILTER argument	Information
false	true	MessageRecovery/errors.rst#TTLENGTHTOOBIG	ydb-extension	TTLENGTHTOOBIG	Terminal LENGTH exceeds the maximum allowed limit	Run Time Error
false	true	MessageRecovery/errors.rst#TTWIDTHTOOBIG	ydb-extension	TTWIDTHTOOBIG	Terminal WIDTH exceeds the maximum allowed limit	Run Time Error
false	true	MessageRecovery/errors.rst#TXTSRCFMT	ydb-extension	TXTSRCFMT	$TEXT encountered an invalid source program file format	Run Time Error
false	true	MessageRecovery/errors.rst#TXTSRCMAT	ydb-extension	TXTSRCMAT	M object module and source file do not match	Run Time Error
false	true	MessageRecovery/errors.rst#UIDMSG	ydb-extension	UIDMSG	Unidentified message received	Run Time Error
false	true	MessageRecovery/errors.rst#UIDSND	ydb-extension	UIDSND	Unidentified sender PID	Run Time Error
false	true	MessageRecovery/errors.rst#UNIMPLOP	ydb-extension	UNIMPLOP	Unimplemented construct encountered	Run Time Error
